Date,Route,Grade,Notes,URL,Pitches,Location,Average Rating,Your Rating,Style,Lead Style,Route Type,Your Suggested Grade,Length In Feet,Rating Code
2024-01-11,Brachial Plexus,5.11d,"venti, sedese",https://www.mountainproject.com/route/111170541/brachial-plexus,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Infirmary,3.5,3,Lead,Onsight,Sport,5.11c,80,5500
2024-01-11,Beta Blocker,5.12b,,https://www.mountainproject.com/route/111790230/beta-blocker,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Infirmary,3.4,4,Lead,Onsight,Sport,5.12b,75,6900
2024-01-03,Appalachian Spring,5.13a,"mejilelogun, ọkan",https://www.mountainproject.com/route/106599327/appalachian-spring,1,Kentucky > Red River Gorge > Northern Gorge > Funk Rock City,3.9,4,Lead,Redpoint,Sport,5.13a,80,8600
2024-01-01,Buff the Wood,5.12b,,https://www.mountainproject.com/route/106261131/buff-the-wood,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (1) Buckeye Buttress,3.5,2,Lead,Redpoint,Sport,5.12b/c,55,6900
2023-12-30,Trad Sucker,5.11b,पन्ध्र पन्ध्र,https://www.mountainproject.com/route/106164148/trad-sucker,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (1) Buckeye Buttress,2.6,2,Lead,Onsight,Sport,5.11a,40,4900
2023-12-23,Heart Shaped Box,5.12c,,https://www.mountainproject.com/route/106286388/heart-shaped-box,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (1) Buckeye Buttress,3.5,4,Lead,Redpoint,Sport,5.12c,50,7200
2023-12-16,Check Your Grip,5.12a,"undeviginti, sex",https://www.mountainproject.com/route/106081909/check-your-grip,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Drive-By Crag,3.8,3,Lead,Redpoint,Sport,5.12a,80,6600
2023-12-15,Hot For Teacher,5.12c,,https://www.mountainproject.com/route/106969294/hot-for-teacher,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (3) GMC Wall,3.4,3,Lead,Redpoint,Sport,5.12c,75,7200
2023-12-12,Stain,5.12c,"Douăzeci și opt, opt",https://www.mountainproject.com/route/106286382/stain,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (1) Buckeye Buttress,3.8,3,Lead,Redpoint,Sport,5.12c,50,7200
2023-11-29,Gene Wilder,5.12d,ဆယ့်ခြောက်နှစ်ဆယ်,https://www.mountainproject.com/route/108430483/gene-wilder,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Chocolate Factory,4,4,Lead,Redpoint,Sport,5.12d,75,7500
2023-11-27,No Fluff,5.11d,,https://www.mountainproject.com/route/107055928/no-fluff,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > Gold Coast,2.1,2,Lead,Onsight,Sport,5.11d,30,5500
2023-11-15,Robotic Thumb,5.10b,"ceithre cinn is fiche, cúig déag",https://www.mountainproject.com/route/107892930/robotic-thumb,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Chocolate Factory,3.5,4,Lead,Onsight,Sport,5.10b,60,2900
2023-11-14,Cell Block Six,5.12c,द्वादशसंख्या चतुर्दशसंख्या च,https://www.mountainproject.com/route/106586323/cell-block-six,1,Kentucky > Red River Gorge > Muir Valley > Midnight Surf,3.9,4,Lead,Redpoint,Sport,5.12c,80,7200
2023-11-14,Tao Bato,5.11a,Sáu năm,https://www.mountainproject.com/route/107203340/tao-bato,1,Kentucky > Red River Gorge > Muir Valley > The Boneyard,2.7,2,Lead,Onsight,Sport,5.10c/d,60,4600
2023-11-08,The Return of Frank Byron,5.12d,十三，二十一,https://www.mountainproject.com/route/112064967/the-return-of-frank-byron,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Curbside,3.5,4,Lead,Redpoint,Sport,5.12d,50,7500
2023-11-08,Little Teapot,5.12a,,https://www.mountainproject.com/route/106982516/little-teapot,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Bronaugh Wall,3.1,3,Lead,Flash,Sport,5.12a,50,6600
2023-10-31,No Redemption,5.13b,여덟과 셋,https://www.mountainproject.com/route/108750922/no-redemption,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Bob Marley,3.9,4,Lead,Redpoint,Sport,5.13b,80,8900
2023-10-18,Swamp Gator,5.12b,hiji genep,https://www.mountainproject.com/route/110955673/swamp-gator,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Chaos,3.5,3,Lead,Redpoint,Sport,5.12a,60,6900
2023-10-18,Live with a Curse,5.12d,,https://www.mountainproject.com/route/114328349/live-with-a-curse,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Chaos,3.3,3,Lead,Redpoint,Sport,5.12c,70,7500
2023-10-17,Demon Seed,5.12c,Diciotto e diciotto,https://www.mountainproject.com/route/109253387/demon-seed,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Bob Marley,3.9,4,Lead,Redpoint,Sport,5.12c,100,7200
2023-10-13,Toker,5.11a,Տասնյոթ քսան,https://www.mountainproject.com/route/106427242/toker,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Bob Marley,3.6,4,Lead,Onsight,Sport,5.11a,70,4600
2023-10-11,Orange Juice,5.12c,"
",https://www.mountainproject.com/route/106599268/orange-juice,1,Kentucky > Red River Gorge > Northern Gorge > Funk Rock City,3.9,4,Lead,Redpoint,Sport,5.12c,90,7200
2023-10-07,Beta-vul Pipeline,5.12a,,https://www.mountainproject.com/route/106118250/beta-vul-pipeline,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Bob Marley,3.1,3,Lead,Onsight,Sport,5.11d,55,6600
2023-10-07,Calm Like a Bomb,5.13a,Sembilan dan dua puluh,https://www.mountainproject.com/route/114017059/calm-like-a-bomb,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,3.5,4,Lead,Redpoint,Sport,5.13a,70,8600
2023-10-03,Single Finger Salute,5.10c,,https://www.mountainproject.com/route/108400396/single-finger-salute,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Curbside,2.2,1,Lead,Onsight,Sport,5.10c,55,3200
2023-09-23,Ghost in the Machine,5.10c/d,,https://www.mountainproject.com/route/106782196/ghost-in-the-machine,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Curbside,2.7,2,Lead,Onsight,Sport,5.10c,60,3400
2023-09-18,Wildfire,5.12a,Veintiséis y veinte,https://www.mountainproject.com/route/106782154/wildfire,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Curbside,3.5,4,Lead,Onsight,Sport,5.12a,50,6600
2023-09-15,Fatal Vision,5.11c,"mejilelogun, mẹrinla",https://www.mountainproject.com/route/112279994/fatal-vision,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Alcatraz,3.8,4,Lead,Redpoint,Sport,5.11c,85,5200
2023-09-01,"Mercy, the Huff",5.12b,,https://www.mountainproject.com/route/106045269/mercy-the-huff,1,Kentucky > Red River Gorge > Northern Gorge > Left Flank,3.9,3,Lead,Redpoint,Sport,5.12b,80,6900
2023-08-28,The Preacher's Daughter,5.11a/b,,https://www.mountainproject.com/route/107879859/the-preachers-daughter,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,3.6,4,Lead,Onsight,Sport,5.11a/b,85,4800
2023-08-24,27 Years of Climbing,5.8,sefulutasi fitu,https://www.mountainproject.com/route/106125099/27-years-of-climbing,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,3.6,3,Lead,Onsight,Sport,5.8,65,2100
2023-08-24,Johnny B. Good,5.11a,,https://www.mountainproject.com/route/106154626/johnny-b-good,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,3.4,2,Lead,Onsight,Sport,5.10b/c,80,4600
2023-08-24,Murano,5.10b/c,,https://www.mountainproject.com/route/106125082/murano,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,2.8,2,Lead,Onsight,Sport,5.10b/c,75,3100
2023-08-24,Guernica (To first anchor),5.11a,,https://www.mountainproject.com/route/108485824/guernica-to-first-anchor,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,3.2,3,Lead,Onsight,Sport,5.11a,65,4600
2023-08-20,Injured Reserve,5.11a/b,,https://www.mountainproject.com/route/106484453/injured-reserve,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (2) Warm-Up Wall,2.6,2,Lead,Redpoint,Sport,5.11b,60,4800
2023-08-18,To Defy the Laws of Tradition,5.10-,,https://www.mountainproject.com/route/105860648/to-defy-the-laws-of-tradition,1,Kentucky > Red River Gorge > Northern Gorge > Left Flank,3.3,2,Lead,Onsight,Sport,5.10a,60,2700
2023-08-09,5. Drugs and Sex | 5065,5.12d,,https://www.mountainproject.com/route/107755065/5-drugs-and-sex-5065,1,Wyoming > Ten Sleep Canyon > Valhalla > 5. Drugs and Sex,3.1,4,Lead,Redpoint,Sport,5.12d,80,7500
2023-08-06,Ecstasy,5.10d,,https://www.mountainproject.com/route/117126100/ecstasy,1,Wyoming > Ten Sleep Canyon > Valhalla > 5. Drugs and Sex,2.5,1,Lead,Onsight,Sport,5.10c,60,3500
2023-08-06,Reverse Cowgirl,5.12a,,https://www.mountainproject.com/route/114597778/reverse-cowgirl,1,Wyoming > Ten Sleep Canyon > Valhalla > 5. Drugs and Sex,3.6,3,Lead,Onsight,Sport,5.11d,90,6600
2023-08-06,Kama Sutra,5.12a,,https://www.mountainproject.com/route/114597744/kama-sutra,1,Wyoming > Ten Sleep Canyon > Valhalla > 5. Drugs and Sex,3.5,4,Lead,Onsight,Sport,5.12a,80,6600
2023-08-06,Dickin's Cider,5.12c,,https://www.mountainproject.com/route/107213959/dickins-cider,1,Wyoming > Ten Sleep Canyon > Valhalla > 5. Drugs and Sex,3.6,4,Lead,Redpoint,Sport,5.12c,65,7200
2023-08-03,Vitamin K,5.12b,,https://www.mountainproject.com/route/107755077/vitamin-k,1,Wyoming > Ten Sleep Canyon > Valhalla > 5. Drugs and Sex,3.5,3,Lead,Redpoint,Sport,5.12b,80,6900
2023-08-03,Cocaine Rodeo,5.12a,,https://www.mountainproject.com/route/106818981/cocaine-rodeo,1,Wyoming > Ten Sleep Canyon > Valhalla > 5. Drugs and Sex,3.8,3,Lead,Onsight,Sport,5.11d,105,6600
2023-08-01,School's Out,5.10c/d,,https://www.mountainproject.com/route/105846613/schools-out,1,Wyoming > Ten Sleep Canyon > Mondo Beyondo > Downpour Wall,3.3,3,Lead,Onsight,Sport,5.10d,75,3400
2023-08-01,Screaming Night Hog,5.12c,,https://www.mountainproject.com/route/105819657/screaming-night-hog,1,Wyoming > Ten Sleep Canyon > Mondo Beyondo > Downpour Wall,3,4,Lead,Redpoint,Sport,5.12c,70,7200
2023-08-01,Bikini Girls with Machine Guns,5.11a/b,,https://www.mountainproject.com/route/105847535/bikini-girls-with-machine-guns,1,Wyoming > Ten Sleep Canyon > Valhalla > 1. Vietnam,3.2,2,Lead,Onsight,Sport,5.11a,50,4800
2023-07-25,Bovine Intervention,5.10d,,https://www.mountainproject.com/route/107631387/bovine-intervention,1,Wyoming > Lander Area > Wild Iris > Aspen Glade > Gun Street Wall,2,2,Lead,Onsight,Sport,,50,3500
2023-07-25,Young Guns,5.10d,,https://www.mountainproject.com/route/107127531/young-guns,1,Wyoming > Lander Area > Wild Iris > Aspen Glade > Gun Street Wall,2.2,2,Lead,Onsight,Sport,,,3500
2023-07-25,Lonely are the Brave,5.11a/b,,https://www.mountainproject.com/route/106811821/lonely-are-the-brave,1,Wyoming > Lander Area > Wild Iris > Aspen Glade > Gun Street Wall,3,3,Lead,Onsight,Sport,5.11a/b,45,4800
2023-07-25,Jolly Rancher,5.12c,,https://www.mountainproject.com/route/113215600/jolly-rancher,1,Wyoming > Lander Area > Wild Iris > Aspen Glade > Cowboy King Wall,3.2,4,Lead,Redpoint,Sport,5.12c,75,7200
2023-07-25,Burnt Beans and Coffee,5.12c,,https://www.mountainproject.com/route/106020017/burnt-beans-and-coffee,1,Wyoming > Lander Area > Wild Iris > Lower Remuda,3.8,4,Lead,Onsight,Sport,5.12c,50,7200
2023-07-21,American Beauty,5.12b,,https://www.mountainproject.com/route/106811737/american-beauty,1,Wyoming > Lander Area > Wild Iris > Aspen Glade > Cowboy King Wall,3.9,4,Lead,Onsight,Sport,5.12b,75,6900
2023-07-20,Functional Idiot,5.12b,,https://www.mountainproject.com/route/105741110/functional-idiot,1,Utah > Central Utah > Maple Canyon > Right Fork > The Minimum Crag,3.6,4,Lead,Redpoint,Sport,5.12b,90,6900
2023-07-18,49,5.12a,,https://www.mountainproject.com/route/106001020/49,1,Utah > Central Utah > Maple Canyon > Right Fork > The Minimum Crag,3.8,3,Lead,Onsight,Sport,5.12a,80,6600
2023-07-15,Dry Spunk,5.11c,,https://www.mountainproject.com/route/106004012/dry-spunk,1,Utah > Central Utah > Maple Canyon > Right Fork > The Pipe Dream,3.5,3,Lead,Onsight,Sport,5.11c,85,5200
2023-07-15,Groundwork,5.11c,,https://www.mountainproject.com/route/105741116/groundwork,1,Utah > Central Utah > Maple Canyon > Right Fork > The Minimum Crag,3.4,3,Lead,Onsight,Sport,5.11c,80,5200
2023-07-13,License To Thrill,5.11c,,https://www.mountainproject.com/route/105739946/license-to-thrill,1,Utah > Wasatch Range > Southern Wasatch > American Fork Canyon > The Membrane,3.7,3,Lead,Onsight,Sport,5.11c,80,5200
2023-07-06,The Great Train Robbery,5.11b,,https://www.mountainproject.com/route/106911231/the-great-train-robbery,1,Nevada > Southern Nevada > Mount Charleston > Route 158 > Robber's Roost > The Robbery Wall,2.9,3,Lead,Onsight,Sport,5.11b,55,4900
2023-07-06,Gutter Mouth,5.12c,,https://www.mountainproject.com/route/116143670/gutter-mouth,1,Nevada > Southern Nevada > Mount Charleston > Route 158 > Robber's Roost > Burglar Wall,3.5,4,Lead,Redpoint,Sport,5.12c,50,7200
2023-06-16,Feline,5.11b,,https://www.mountainproject.com/route/105756046/feline,1,Colorado > Rifle > Rifle Mountain Park > Ice Cave Walls > Upper Ice Caves (Feline area),3.7,4,Lead,Onsight,Sport,5.11b,,4900
2023-06-16,Ricochet,5.12a,,https://www.mountainproject.com/route/105753373/ricochet,1,Colorado > Rifle > Rifle Mountain Park > The Winchester Cave,3.9,4,Lead,Onsight,Sport,5.12a,85,6600
2023-06-15,Smarmacus Maximus,5.12c,,https://www.mountainproject.com/route/106027847/smarmacus-maximus,1,Colorado > Rifle > Rifle Mountain Park > The Arsenal,2.6,4,Lead,Redpoint,Sport,5.12c,80,7200
2023-06-14,Choss Family Robinson,5.11c/d,,https://www.mountainproject.com/route/105753343/choss-family-robinson,1,Colorado > Rifle > Rifle Mountain Park > Ruckman Cave,2.9,3,Lead,Onsight,Sport,5.11c/d,,5400
2023-06-06,Paralyzed,5.11b,,https://www.mountainproject.com/route/106421508/paralyzed,1,Nevada > Southern Nevada > Red Rocks > Calico Basin > Ash Spring > Alternative Crag,3.4,3,Lead,Onsight,Sport,5.11b,50,4900
2023-06-06,The Prophet,5.12b,,https://www.mountainproject.com/route/106421490/the-prophet,1,Nevada > Southern Nevada > Red Rocks > Calico Basin > Ash Spring > Alternative Crag,3.7,4,Lead,Redpoint,Sport,5.12b,65,6900
2023-05-11,Hotline,5.12c,,https://www.mountainproject.com/route/108390068/hotline,1,Nevada > Southern Nevada > Red Rocks > Calico Basin > Ash Spring > Alternative Crag,3.9,4,Lead,Redpoint,Sport,5.12c,60,7200
2023-05-04,Keep Your Powder Dry,5.12b,,https://www.mountainproject.com/route/105944704/keep-your-powder-dry,1,Nevada > Southern Nevada > Red Rocks > Sandstone Quarry > The Trophy Area > Trophy Wall,3.7,4,Lead,Onsight,Sport,5.12a/b,75,6900
2023-04-11,Tortuga,5.12a,,https://www.mountainproject.com/route/105812596/tortuga,1,Utah > Southwest Utah > Saint George > Turtle Wall,2.6,2,Lead,Onsight,Sport,5.12a,40,6600
2023-04-11,The Waltz,5.12d,,https://www.mountainproject.com/route/107020626/the-waltz,1,Utah > Southwest Utah > Saint George > Turtle Wall,3.2,3,Lead,Redpoint,Sport,5.12d,60,7500
2023-04-03,Dancing Fox,5.12a,,https://www.mountainproject.com/route/106669037/dancing-fox,1,Utah > Southwest Utah > Saint George > Turtle Wall,2.5,3,Lead,Onsight,Sport,5.11c/d,25,6600
2023-03-30,Lambada,5.11a,,https://www.mountainproject.com/route/106375517/lambada,1,Utah > Southwest Utah > Saint George > Turtle Wall,3.4,2,Lead,Onsight,Sport,5.11a,50,4600
2023-03-28,Farmers Market,5.11c,,https://www.mountainproject.com/route/105936627/farmers-market,1,Utah > Southwest Utah > Saint George > Turtle Wall,3.2,2,Lead,Onsight,Sport,5.11c,35,5200
2023-03-25,Director of Humor Affairs,5.11a,,https://www.mountainproject.com/route/105812577/director-of-humor-affairs,1,Utah > Southwest Utah > Saint George > Turtle Wall,3.2,2,Lead,Onsight,Sport,5.10d,50,4600
2023-03-19,Farmers Dance,5.12a/b,,https://www.mountainproject.com/route/111376973/farmers-dance,1,Utah > Southwest Utah > Saint George > Turtle Wall,3.6,3,Lead,Redpoint,Sport,5.12a,55,6800
2023-02-28,Baby Face,V7,,https://www.mountainproject.com/route/105811271/baby-face,1,Texas > Hueco Tanks > North Mountain > Trac II,3.8,4,Send,,Boulder,V7,,20700
2023-02-25,Bloodline,V7,,https://www.mountainproject.com/route/109735282/bloodline,1,Texas > Hueco Tanks > North Mountain > Bloodline,3.8,4,Send,,Boulder,V7,15,20700
2023-02-23,Denizen,V4,,https://www.mountainproject.com/route/107965914/denizen,1,Texas > Hueco Tanks > North Mountain > Fox's Den,3.8,4,Send,,Boulder,V4,15,20400
2023-02-21,Assless Chapstick,V7,,https://www.mountainproject.com/route/121895219/assless-chapstick,1,Texas > Hueco Tanks > East Mountain > The Five Bimbos,3.3,4,Send,,Boulder,,,20700
2023-02-21,"Dragon Fly, AKA: Dogmatics",V5,,https://www.mountainproject.com/route/105812856/dragon-fly-aka-dogmatics,1,Texas > Hueco Tanks > East Mountain > Dragon's Den,3.9,4,Send,,Boulder,V5,15,20500
2023-02-21,Hobbit in a Blender,V5,,https://www.mountainproject.com/route/105812865/hobbit-in-a-blender,1,Texas > Hueco Tanks > East Mountain > Dragon's Den,3.4,2,Send,,Boulder,V5,12,20500
2023-02-18,Gloria,V7,,https://www.mountainproject.com/route/106984609/gloria,1,Texas > Hueco Tanks > North Mountain > Lower Lost Boulders > Lost Cause Boulder Area,2.2,2,Send,,Boulder,V7,12,20700
2023-02-18,Perverse Cowgirl,V4,,https://www.mountainproject.com/route/116800024/perverse-cowgirl,1,New Mexico > Socorro Area > The Box Climbing Areas > Northern Box areas > Cowshit Roof,2.7,2,Send,,Boulder,V5-6,,20400
2023-02-14,McBain,V8,,https://www.mountainproject.com/route/107068452/mcbain,1,Texas > Hueco Tanks > North Mountain > Terminator Area,2.7,4,Send,,Boulder,V8,10,20800
2023-02-13,T-Bone Shuffle,V4,,https://www.mountainproject.com/route/106104321/t-bone-shuffle,1,Texas > Hueco Tanks > North Mountain > The Morgue,3.6,4,Send,,Boulder,V4,,20400
2023-02-10,Another Day Another Dollar,V6,,https://www.mountainproject.com/route/106993032/another-day-another-dollar,1,Texas > Hueco Tanks > North Mountain > Lunch Rocks,2.8,3,Send,,Boulder,V6,10,20600
2023-02-08,Blackmail,V4,,https://www.mountainproject.com/route/110126203/blackmail,1,Texas > Hueco Tanks > North Mountain > The New Meadow,2.3,2,Send,,Boulder,V4,,20400
2023-02-02,See Spot Run,V6 PG13,,https://www.mountainproject.com/route/106104818/see-spot-run,1,Texas > Hueco Tanks > North Mountain > The Big Time,4,4,Send,,Boulder,V6 PG13,25,20600
2023-01-31,Girls of Texas,V5,,https://www.mountainproject.com/route/106570768/girls-of-texas,1,Texas > Hueco Tanks > North Mountain > Girls of Juarez,2.3,3,Send,,Boulder,V5,10,20500
2023-01-28,Bloody Flapper,V4,"I got it, onsight, no falls, went straight through. Sent!",https://www.mountainproject.com/route/106753175/bloody-flapper,1,Texas > Hueco Tanks > North Mountain > Lower Lost Boulders > Lost Cause Boulder Area,3,4,,,Boulder,V4,16,20400
2022-12-05,Two Rons Don't Make a Right,5.11c,,https://www.mountainproject.com/route/119475630/two-rons-dont-make-a-right,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Bear's Den,2.3,2,Lead,Onsight,Sport,5.11c,70,5200
2022-12-05,Bear Belly,5.12b,,https://www.mountainproject.com/route/119704032/bear-belly,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Bear's Den,3.5,3,Lead,Redpoint,Sport,5.12b,60,6900
2022-11-26,Nanotechnology,5.11b,"vinti, oto",https://www.mountainproject.com/route/111775561/nanotechnology,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Bronaugh Wall,3.4,3,Lead,Onsight,Sport,5.11b,70,4900
2022-11-25,Belly of the Beast,5.12c,,https://www.mountainproject.com/route/106782221/belly-of-the-beast,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Bronaugh Wall,3.7,3,Lead,Redpoint,Sport,5.12c,65,7200
2022-11-20,Two Women Alone,5.11a,hiji dalapan belas,https://www.mountainproject.com/route/106782241/two-women-alone,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Bronaugh Wall,3.6,3,Lead,Onsight,Sport,5.11a,60,4600
2022-11-07,Elevator Pitch,5.10a,,https://www.mountainproject.com/route/111842337/elevator-pitch,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Corner Pocket,3.5,1,Lead,Onsight,Sport,5.10a,80,2600
2022-11-07,Nobody Cares,5.8,,https://www.mountainproject.com/route/114509822/nobody-cares,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Corner Pocket,3.6,2,Lead,Onsight,Sport,5.8,90,2100
2022-11-05,Jingus,5.11b,Fünf Neunzehn,https://www.mountainproject.com/route/106783827/jingus,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Bronaugh Wall,3.3,3,Lead,Onsight,Sport,5.11b,60,4900
2022-11-05,Collision Damage,5.11d,три деветнадесет,https://www.mountainproject.com/route/108195152/collision-damage,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Bronaugh Wall,3,3,Lead,Onsight,Sport,5.11d,50,5500
2022-10-30,Random Precision,5.11b,,https://www.mountainproject.com/route/106577204/random-precision,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,3.7,3,Lead,Redpoint,Sport,5.11b,60,4900
2022-10-17,Pyrite,5.11c,여덟과 하나,https://www.mountainproject.com/route/118069176/pyrite,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > Gold Coast,3.8,4,Lead,Onsight,Sport,5.11c,60,5200
2022-10-17,Golden Shower,5.12a,,https://www.mountainproject.com/route/112310716/golden-shower,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > Gold Coast,3.9,4,Lead,Onsight,Sport,5.12a,80,6600
2022-10-15,The Last Supper,5.11a,,https://www.mountainproject.com/route/119365746/the-last-supper,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,3.5,3,Lead,Onsight,Sport,5.11a,90,4600
2022-10-02,Cloudy with a Chance of Seamen,5.12a,,https://www.mountainproject.com/route/113229427/cloudy-with-a-chance-of-seamen,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Cloud 9,3.4,2,Lead,Redpoint,Sport,5.11d,65,6600
2022-10-02,Crown of Thorns,5.11c,"undeviginti, viginti",https://www.mountainproject.com/route/107941261/crown-of-thorns,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > The Bright Side,3.6,3,Lead,Onsight,Sport,5.11c,80,5200
2022-10-02,Another Doug Reed Route,5.11a,,https://www.mountainproject.com/route/105870243/another-doug-reed-route,1,Kentucky > Red River Gorge > Northern Gorge > Military Wall,3,2,Lead,Onsight,Sport,5.11a,65,4600
2022-10-01,All Things Considered,5.11d,,https://www.mountainproject.com/route/106641238/all-things-considered,1,Kentucky > Red River Gorge > Northern Gorge > Military Wall,3.8,4,Lead,Redpoint,Sport,5.11d,55,5500
2022-09-26,Believer,5.11b,,https://www.mountainproject.com/route/106575856/believer,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Purgatory,3.1,4,Lead,Onsight,Sport,5.11b,60,4900
2022-09-25,Super Pinch,5.10d,neljä yhdeksäntoista,https://www.mountainproject.com/route/106588480/super-pinch,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > Solar Collector,2.6,2,Lead,Onsight,Sport,5.10d,50,3500
2022-09-25,Chicken Boy,5.11b/c,,https://www.mountainproject.com/route/106925383/chicken-boy,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > Solar Collector,2.4,2,Lead,Onsight,Sport,5.11b/c,70,5100
2022-09-25,Green Horn,5.11a,نهه ویشت، شل.,https://www.mountainproject.com/route/106707062/green-horn,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > Solar Collector,2.8,2,Lead,Onsight,Sport,5.11a,55,4600
2022-09-25,Mona Lisa Overdrive,5.11b,,https://www.mountainproject.com/route/106925375/mona-lisa-overdrive,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Coal Bank Hollow > Solar Collector,2.9,2,Lead,Onsight,Sport,5.11b,65,4900
2022-09-23,Birth of a Legend,5.11b/c,여덟과 아홉,https://www.mountainproject.com/route/116703452/birth-of-a-legend,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Flat Hollow > Throwback Crag,3.5,3,Lead,Onsight,Sport,5.11b,65,5100
2022-09-23,Yoko Ono,5.12b/c,"שלושים ואחת, תשע עשרה",https://www.mountainproject.com/route/113805519/yoko-ono,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Flat Hollow > Throwback Crag,3.6,3,Lead,Redpoint,Sport,5.12b/c,100,7100
